ID,phylum,class,order,family,genus,species,gram stain,cell shape,motility,clinical_group,cell arrangement,oxygen tolerance,spore formation,coagulase,Citrate test (Citric acid),Culture medium,growth temperature,hemoysis,colony_summary,alpha-fucosidase,alpha-mannosidase,beta-glucosidase,n-acetyl-beta-glucosaminidase,alpha-glucosidase,beta-glucuronidase,alpha-galactosidase,beta-galactosidase,naphthol-as-bi-phosphohydrolase,alpha-chymotrypsin,acid phosphatase,trypsin,cystine arylamidase,leucine arylamidase,valine arylamidase,lipase (c 14),esterase (c 4),esterase lipase (c 8),alkaline phosphatase,urease,beta-mannosidase,glycyl tryptophan arylamidase,arginine dihydrolase,oxidase,alcohol dehydrogenase,catalase,gamma-glutamyltransferase,lysine decarboxylase,ornithine decarboxylase,serine arylamidase,l-arginine arylamidase,glutamate decarboxylase,glutamyl-glutamate arylamidase,histidine arylamidase,glycin arylamidase,alanine arylamidase,tyrosine arylamidase,phenylalanine arylamidase,leucyl glycin arylamidase,proline-arylamidase,tryptophan deaminase,alpha-arabinosidase,beta-galactosidase 6-phosphate,urea,methyl beta-d-glucopyranoside,melezitose,melibiose,glycogen,alpha-cyclodextrin,d-arabitol,l-arabinose,raffinose,d-ribose,arginine,l-glutamate,esculin,hippurate,nitrate,nitrite,potassium 5-ketogluconate,amygdalin,n-acetylglucosamine,d-glucose,sorbitol,d-mannitol,tryptophan,potassium 2-ketogluconate,l-arabitol,l-fucose,d-fucose,d-tagatose,d-lyxose,turanose,gentiobiose,xylitol,starch,inulin,trehalose,sucrose,maltose,cellobiose,salicin,arbutin,methyl alpha-d-mannoside,d-sorbitol,myo-inositol,galactitol,l-rhamnose,l-sorbose,d-mannose,d-fructose,methyl beta-d-xylopyranoside,ribitol,l-xylose,d-xylose,erythritol,glycerol,Pathogenicity (human),Antibiotic resistance,Antibiotic sensitivity,cytochrome oxidase,arginine arylamidase,6-phospho-beta-galactosidase,5-oxoproline,alanine,glutamyl-glutamic acid,glycine,leucine,leucylglycine,phenylalanine,proline,serine,tyrosine,mannitol,arabinose,glucose,lactose,mannose,rhamnose,gelatin,hydrogen sulfide,gelatinase,adipate,phenylacetate,malate,decanoate,potassium gluconate,sodium citrate,d-galactose,d-arabinose,methyl alpha-d-glucopyranoside,esculin ferric citrate,potassium 2-dehydro-d-gluconate,potassium 5-dehydro-d-gluconate,beta-hydroxybutyrate,cis-aconitate,4-hydroxybutyrate,l-alaninamide,2-oxopentanoate,methyl pyruvate,tween 40,tween 80,monomethyl succinate,dna,chitin,alginate,cellulose,casein,tween 20,acetate,thiosulfate,d-galacturonic acid,fructose,galactose,lactate,pectin,peptone,polygalacturonic acid,ribose,yeast extract,cytochrome-c oxidase,threonine,pyrrolidonyl arylamidase,pyrazinamidase,dextrin,glutamate,xylose,chymotrypsin,beta-d-fucosidase,lecithinase,lipase,sorbose,sulfate,xylan,citrate,l-phenylalanine,lysine,ornithine,ethanol,methanol,ammonium,maltose hydrate,ammonium chloride,l-threonine,l-alanine,l-cysteine,d-gluconate,2-dehydro-d-gluconate,propanol,dihydroxyacetone,asparagine,histidine,malonate,pyruvate,l-tartrate,2-oxoglutarate,beta-d-glucose,butyrate,gluconate,l-arginine,l-leucine,l-malate,spectinomycin,succinate,tartrate,tryptone,phosphoamidase,amylase,dnase,tryptophanase,acetamide,(r)-lactate,norleucine,caseinase,tween esterase,phenylalanine ammonia-lyase,protease,alpha-maltosidase,l-aspartate arylamidase,palatinose,beta-glucoronidase,(r)-mandelate,(s)-mandelic acid,3-hydroxybenzoate,4-hydroxybenzoate,4-oxopentanoate,5-aminovaleric acid,5-dehydro-d-gluconate,benzylamine,betaine,butan-1-amine,octanoate,creatine,d-tartrate,ethanolamine,ethylamine,glucosamine,glycolate,histamine,isophthalate,oxalate,pentan-1-amine,phthalate,sarcosine,spermine,terephthalate,trigonelline,l-aspartate,2-aminobutyrate,2-aminopentanoic acid,3-aminobutyrate,gamma-aminobutyric acid,aconitate,azelaate,beta-alanine,d-alanine,3-hydroxybutyrate,glycerate,fumarate,glutaric acid,isobutyrate,isovalerate,itaconate,l-histidine,l-isoleucine,l-lysine,l-norleucine,l-proline,l-serine,l-tryptophan,l-tyrosine,l-valine,mesaconate,meso-tartrate,methylmalonic acid,nonanoate,pimelate,propionate,putrescine,sebacic acid,suberic acid,trimethoxybenzoate,tryptamine,valerate,alpha-d-glucose,2-hydroxybutyrate,glycine-proline,d-malate,(s)-lactate,d-saccharate,l-pyroglutamic acid,benzoate,heptanoate,kynurenine,l-citrulline,l-methionine,l-ornithine,tween 60,tributyrin,aspartate,butanol,casamino acids,carboxymethylcellulose,lignin,d-trehalose,esterase,bromosuccinate,d-sorbose,hexanoate,cationic chitosan,pullulan,d-glucuronate,d-rhamnose,lactulose,fucoidan,laminarin,oxaloacetate,tetrathionate,4-nitrophenyl beta-d-galactopyranoside,o-nitrophenyl-beta-d-galactopyranosid,cysteine,l-asparagine,alanyl-phenylalanyl-proline arylamidase,phosphatidate phosphatase,formate,chondroitin sulfate,heparin,glutamine,methionine,ferric iron,elemental sulfur,dihydrogen,ferrous ion,pyrite,acetone,dimethylamine,methylamine,2-propanol,trimethylamine,valine,urocanic acid,benzyl alcohol,phenol,sodium acetate,sodium benzoate,sodium lactate,sodium propionate,1 % sodium lactate,2-oxobutanoate,acetoacetate,aztreonam,d-aspartate,d-fructose 6-phosphate,d-glucose 6-phosphate,d-serine,fusidate,galactarate,guanidinium chloride,l-galactonic acid gamma-lactone,lincomycin,lithium chloride,methyl (r)-lactate,minocycline,n-acetyl-beta-d-mannosamine,n-acetylgalactosamine,nalidixic acid,niaproof,potassium tellurite,quinate,rifamycin sv,sodium bromate,sodium butyrate,stachyose,tetrazolium blue,troleandomycin,vancomycin,"2,3-butanediol",d-galactonic acid lactone,d-glucarate,d-glucosaminic acid,dl-carnitine,glucose 1-phosphate,glucuronamide,glycerol 1-phosphate,glycyl l-aspartic acid,inosine,phenylethylamine,thymidine,uridine,(-)-quinic acid,4-hydroxy-l-proline,4-hydroxyphenylacetic acid,d-psicose,l-alanylglycine,glycyl-l-glutamate,succinamate,citraconate,gentisate,trans-aconitate,tricarballylate,4-aminobutyrate,glutarate,sodium l-glutamate,leucine aminopeptidase,acetic acid,n-acetyl-d-glucosamine,suberate,(r)-malic acid,citric acid,inositol,disodium malate,isoleucine,sodium gluconate,alpha-lactose,fucose,sodium thiosulfate,beta-lactamase,l-glutamine,milk,methane,gellan gum,adenine,xanthine,hypoxanthine,d-proline,d-valine,guanine,(-)-d-fructose,potassium nitrate,beta-d-xylose,sodium pyruvate,hydroxyproline,pyroglutamic acid arylamidase,cyclodextrin,tagatose,methyl d-glucoside,acetoin,phenylalanine deaminase,tripeptide aminopeptidase,l-lyxose,methyl alpha-d-xylopyranoside,nitrate reductase,cellulase,l-serine 2-naphthylamide,allantoin,(-)-d-rhamnose,beta-lactose,sodium succinate,valine aminopeptidase,cystine aminopeptidase,phosphatase,2-oxogluconate,sodium malonate,l-alanine 4-nitroanilide,cetrimide,d-tryptophan,d-glucosamine,magnesium(2+),galactonate,elastin,uric acid,2-deoxy-d-ribose,maltotriose,arabinitol,lyxose,n-acetyl-d-mannosamine,n-acetylneuraminate,3-o-methyl-d-glucose,l-pyroglutamate,collagen,lecithin,dl-alanine,rna,citrulline,maltitol,p-nitrophenyl phenyl phosphonate,p-nitrophenylphosphocholine,arginine decarboxylase,beta-d-fructofuranose,sodium glutamate,disodium fumarate,skimmed milk,salicylate,thiamine,agar,egg yolk,alpha-hydroxybutyrate,sodium formate,ascorbate,thioglycolate,crotonate,isocitrate,l-fructose,sulfide,2-nitrophenyl beta-d-galactopyranoside,galacturonate,alginase,glycerol 3-phosphate,dimethyl sulfoxide,phosphohydrolase,methyl beta-d-galactoside,thymidine 5'-monophosphate,indole,l-galactonate,lactone,tetrazolium violet,agarase,psicose,decane,docosane,dodecane,dotriacontane,henicosane,hentriacontane,heptacosane,heptadecane,heptane,hexacosane,hexadecane,hexane,hexatriacontane,icosane,nonacosane,nonadecane,nonane,octacosane,octadecane,octane,pentacosane,pentadecane,pentane,pentatriacontane,tetracosane,tetradecane,tetratriacontane,triacontane,tricosane,tridecane,tritriacontane,undecane,(s)-malic acid,n-acetyl-glucosidase,proteose,esculin hydrolysate,4-nitrophenyl beta-d-glucopyranoside,glycyl-l-proline,n-acetyl-d-galactosamine,n-acetyl-neuraminic acid,3-methylglucose,beta-d-glucuronic acid,d-salicin,4-nitrophenyl beta-d-galactopyranoside hydrolysate,capric acid,d-maltose,triphenyltetrazolium chloride,glucuronate,lipid,crab shell chitin,ferric citrate,sulfite,trimethylamine n-oxide,manganese dioxide,sodium nitrate,sodium nitrite,agarose,chitosan,dextran,xanthan,"yeast extract (0.01 %, w/v)",methylene blue,erythrose,sorbic acid,amorphous fe(iii) oxyhydroxid,"anthraquinone-2,6-disulfonic acid",choline,amorphous iron (iii) oxide,ethylenediaminetetraacetatoferrate,goethite,fructose-6-phosphate phosphoketolase,l-cystine,4-aminobenzoate,adenosine,casein hydrolysate,(+)-d-arabitol,3-dehydro-d-gluconate,d-lactate,l-glutamate-gamma-3-carboxy-4-nitroanilide,l-phenylalanine 2-naphthylamide,sodium alginate,sodium chloride,"endo-1,4-beta-xylanase",d-galactonate,iota-carrageenan,kappa-carrageenan,amylopectin,galactan,ny-carrageenan,arabinan,my-carrageenan,(+)-d-glycogen,3-o-methyl alpha-d-glucopyranoside,cobalt dichloride,zinc dichloride,sodium azide,barium chloride,testosterone,beta lactose,dl-2-gamma-aminobutyrate,"1,2-propandiol",glyoxylate,beef extract,ferric oxide,maleic acid,acrylate,2-deoxyadenosine,glutamate dehydrogenase,ammonia,chitinase,trithionate,thiocyanate,dimethyl sulfide,dimethyl disulfide,carbon disulfide,amino acid,glutathione,uracil,l-lactate,d-lactic acid methyl ester,"2,2-dimethylsuccinic acid",sodium(+),beta-phenylethylamine,nitrite reductase,alpha-d-glucose 6-phosphate,hyaluronate lyase,indoxyl acetate,hippurate hydrolase,selenite,creatinine,erythrulose,nicotinate,protocatechuate,shikimate,"1,2-butandiol",ethylene,glycol,fermented rumen extract,dodecanoate,rumen extract,gelatin hydrolyzed,riboflavin,amp,lactamide,n-acetyl-l-glutamate,alpha-amylase,ammonium sulfate,alanine aminopeptidase,gamma-cyclodextrin,tyrosinase,hydroxy-l-proline,acetylene,(+)-l-aspartate,hydroxyethylcellulose,biotin,dinitrogen,polyethylene glycol,lipase (tween 80),hydroxybutanoic acid,methyl alpha-d-galactoside,adenosine 5'-monophosphate,mannan,uridine 5'-monophosphate,beta-cyclodextrin,sedoheptulosan,indigo carmine,l-mannitol,phenyl beta-d-glucuronide,beta-galactopyranosidase,phosphatidylinositol phospholipase c,(r)-amygdalin,glucuronidase,carnitine,arabinoxylan,sodium sulfate,sodium sulfite,4-nitrophenyl n-acetyl-beta-d-glucosaminide,bis-4-nitrophenyl phosphate,cystine,thioacetamide,thiodiglycol,cytosine,phenanthrene,maltodextrin,arabinogalactan,ethylene glycol,rifampicin,l-leucyl-2-naphthylamide hydrolase,butanamide,malonamide,formamide,propionamide,tetrazolium,allose,citramalate,d-threonine,l-homoserine,lactitol,melibionic acid,octopamine,sec-butylamine,tyramine,"d-ribono-1,4-lactone",altrarate,indole-3-acetic acid,catechol,thymine,l-cysteine 2-naphthylamide,beta-xylosidase,dithionitrobenzoic acid,beta-n-acetylgalactosaminidase,arylsulfatase,synanthrin,glucoronidase,l-proline-4-nitroanilide,gamma-l-glutamate-4-nitroanilide,4-nitrophenyl alpha-d-glucopyranoside,4-nitrophenyl beta-d-glucuronide,bis-4-nitrophenyl-phosphorylcholine,bis-4-nitrophenyl-phenyl phosphonate,coumarate,4-nitrophenyl beta-d-xylopyranoside,4-nitrophenyl phosphate,d-histidine,6-deoxy-d-galactose,crystalline cellulose,formaldehyde,leucrose,lichenin,resazurin,amylose,carbon dioxide,manganese,soyton,glucomannan,1h-indol-3-ylacetic acid,glycine 1%,"2,5-didehydro-d-gluconate",carbohydrates,vanillate,ferulate,syringate,alpha-l-arabinofuranoside,n-acetyl-beta-d-glucosaminide,4-nitrophenyl 6-o-phosphono-beta-d-galactoside,2-naphthyl tetradecanoate,4-nitrophenyl alpha-l-fucoside,4-nitrophenyl beta-l-fucoside,4-nitrophenyl beta-lactoside,glycine 2-naphthylamide,l-arginine-2-naphthylamide,l-histidine 2-naphthylamide,l-leucine 2-naphthylamide,l-lysine 2-naphthylamide,l-proline 2-naphthylamide,l-pyroglutamic acid 2-naphthylamide,l-tyrosine 2-naphthylamide,l-valine 2-naphthylamide,l-alanyl-l-alanine 2-naphthylamide,l-glutamyl-l-glutamic acid 2-naphthylamide,n-glutaryl-l-phenylalanine 2-naphthylamide,l-leucylglycine 2-naphthylamide,n-benzoyl-dl-arginine 2-naphthylamide,4-nitrophenyl alpha-d-galactoside,3-o-methylgallate,"1,3-beta-d-glucan",galactomannan,xyloglucan,carrageenan,2-naphthyl dihydrogen phosphate,beta-d-allose,corn oil,beta-gentiobiose,glycylglycine,glu-gly-arg-arylamidase,glutamyl arylamidase pna,"xylan 1,4-beta-xylosidase",1-chlorobutane,1-chloropropane,"1,2-dichloroethane",beta-alanine arylamidase pna,gluÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“glyÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“arg-arylamidase,beta-fucosidase,hydrogencarbonate,beta-d-galactoside,uronic acid,phosphate,beta-d-fucose,alpha-l-fucose,alpha-l-arabinopyranose,phe-ala-pro,carbon monoxide,2'-deoxyinosine,6-o-alpha-d-glucopyranosyl-d-gluconic acid,d-arabinonate,d-glucuronolactone,mannoic acid gamma-lactone,4-coumarate,benzoyl-d-arginine arylamidase,alpha-glucuronidase,dnase agar,2-aminobenzoate,l-cysteic acid,oleate,resorcinol,taurine,tryptophan decarboxylase,,pyrazinamide,cefuroxime,clindamycin,erythromycin,penicillin g,sodium tartrate,sodium malate,guaiacol,hyaluronidase,neuramindase,ribonuclease,penicillinase,arsenate,selenate,pyrene,"1,2-dichloropropane","1,1,2,2-tetrachloroethane","1,1,2-trichloroethane","1,2,3-trichloropropane","2,3-butanone",citramalic acid,dl-octopamine,methyl beta-d-glucuronic acid,3-hydroxy 2-butanone,oxalomalic acid,lysozyme,diphenylamine,"1,4-propandiol",2-butanol,"2,4-butanediol",hexadecanoate,octadecanoate,pentanol,"propane-1,3-diol",dithionite,molybdate,benzene,toluene,xylene,dioxygen,ferrihydrite,chromate,vanadate,antimonate,diydrogen,chlorate,beta-d-galacto-pyranosyl-d-arabinose,trehalose dihydrate,p-nitroso-d-methyl galactose,(+)-l-glutamate,(+)-l-ornithine,(2)-d-lactose,"casamino acids (0.01 %, w/v)","peptone (0.01 %, w/v)",(2)-d-fructose,(+)-d-galactose,(+)-d-glucosamine,(2)-d-lyxose,(+)-d-mannose,(+)-d-xylose,(+)-l-rhamnose,(+)-l-lyxitol,d-ornithine,xyloside,nitrogenase,tellurite,calcium(2+),beta-galactosidase-6-phosphate,manganous ion,iron,2-deoxythymidine-5'-4-nitrophenyl phosphate,synthetic sea salts (sss),diammonium hydrogen phosphate,l-inositol,dipic acid,p-nitrophenyl palmitate,4-nitrophenyl-beta-d-galactopyranoside,d-glyceraldehyde,casitone,folate,nicotinamide,isobutanol,nutrient broth,potato agar,crude oil,1-o-methyl alpha-galactopyranoside,3-phenylpropionate,4-aminovalerate,m-coumaric acid,anthracene,anisic acid,benzamide,coconut  oil,oil of cedar wood,picolinate,sulfanilamide,cellotetraose,cellotriose,hemicellulose,ammonium nitrate,benzoin,butamine,fibrin,meat extract,acc deaminase,peptide synthetase,lactosidase,beta-maltosidase,alpha-xylosidase,3-aminobenzoate,nife-hydrogenase,4-nitrophenyl-beta-d-galactoside,l-arabito,poly(ethylene terephthalate),skimmed milk protease,fluorene,tetraphene,iodide,iron trichloride,glucosaminidase,deaminases,pyridine,peptidoglycan(n-acetyl-d-glucosamine),methyl beta-d-mannoside,quercetin,succinimide,arginine hydrochloride,dinitrogen oxide,l-carnitine,spermidine,abietate,deoxycholic acid,lipoate,diethylamine,inuline,pectate,olive oil,cholesterol,ethionamide,mandelate,pristane,ferrous sulfate,beta-l-arabinosidase,beta-cellobiase,alpha-l-rhamnosidase,galacturonidase,polypeptone,d-methionine,methanol dehydrogenase,oxoglutarate dehydrogenase,ribulose-bisphosphate carboxylase,melanin,cinnamate,sodium fumarate,carboxylesterase,beta-d-glucan,4-nitrophenyl phosphate disodium salt,glycyl-l-bromosuccinic glutamic acid,sodium dithionite,sorbate,d-glycerate,potassium sodium l-tartrate,acetylsalicylate,1-methylphenanthrene,"l-2,4-diaminobutyrate",cephalexin,thiosulfate reductase,exopolysaccharide,beta-d-galactosidase,phenylalaninase,vitamin b12,phosphocholine,4-nitrophenyl-alpha-d-maltopyranoside,1% sodium chloride,3-[(4-nitrophenyl)carbamoylamino]propanoic acid,5-bromo-3-indolyl nonanoate,l-xanthine,heparin lyase,d-adonitol,glycylglycylglycine,hydantoin,antipyrine,chloridazon,aminophenazone,l-aniline-4-nitroanilide,alpha-hydroxyglutarate-gamma-lactone,(-)-d-sorbitol,(+)-d-glucose,tripalmitin,"endo-1,3(4)-beta-glucanase",glucosidase,3-nitropropanoate,sea salts,natural seawater (nsw),peptidoglycan(n-acetyl-d-glucosamine)p,l-arginine dihydrolase,d-alloisoleucine zwitterion,triethylamine,d-leucine,trans-4-hydroxy-l-proline,pectinase,4-hydroxybenzaldehyde,alpha-l-rhamnose,cobalamin,(-)-l-xylose,(+)-d-fucose,(-)-l-sorbose,(-)-d-ribose,(-)-d-glucose,nad,poly(caprolactone),poly(hexamethylene carbonate),poly(tetramethylene carbonate),amikacin,doxycycline,kanamycin,midecamycin,polymyxin b,tetracycline,ampicillin,furazolidone,oxacillin,alpha-d-rhamnose,nucleoside,calcium malate,disodium (s)-malate,sulbactam,l-glycine,3-coumarate,5-aminovalerate,tannic acid,gallate,methyl p-anisate,l-asparagin,ethylbenzene,p-xylene,m-xylene,dibenzofuran,biphenyl,"4,4-dihydroxy-biphenyl",potassium hydrogen phthalate,l-pyrrolyldonyl-arylamidase,alanine phenylalanin proline arylamidase,dried grass extract,salicyl alcohol,hydrogenase,4-methylumbelliferone beta-d-glucuronide,guar gum,karaya gum,locust bean gum,keratin,polyagalaturonic acid,potassium,bile acid,4-nitrophenyl alpha-l-arabinoside,rifabutin,fe(iii) citrate,l-pyrrolydonyl arylamidase,glutamin glycerin arginin arylamidase,o-xylene,blood
219,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,positive,coccus-shaped,no,Unassigned,,,,,,PYG MEDIUM (MODIFIED) (DSMZ Medium 104),,,,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,,Not parsed,Not parsed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164352,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absicoccus,Absicoccus porci,positive,coccus-shaped,no,Unassigned,,anaerobe,no,,,brain heart infusion agar with blood,37,,brain heart infusion agar with blood: None (None hemolysis),-,,-,-,-,-,-,-,,,,,,,,,,,-,-,,,,,,-,,,,,,-,,+,,,,,,,,-,,,,-,,,,,,+,,-,,-,,-,,,,,,,,,,,,,,,,,,,,+,-,+,+,-,,,,,,,,,,,,,,,+,,Not parsed,Not parsed,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159837,Proteobacteria,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Abyssibacter,Abyssibacter profundi,negative,rod-shaped,yes,Unassigned,,,,,,Marine agar (MA),37,,Marine agar (MA): transparent (None hemolysis),+,-,-,-,-,-,-,+,+,,-,-,,+,-,,+,+,+,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,+,-,+,-,-,-,-,,,,,,,,-,-,-,,-,,,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,Not parsed,Not parsed,+,,,,,,,,,,,,,,,,-,,,+,,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
